,customerID,tenure,MonthlyCharges,TotalCharges,Churn,Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_Yes,gender_Male,InternetService_Fiber optic,InternetService_No,MultipleLines_No phone service,MultipleLines_Yes,OnlineBackup_Yes,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneService_Yes,SeniorCitizen_1,StreamingMovies_Yes,StreamingTV_Yes,TechSupport_Yes
10,9763-GRSKD,-0.791320501614164,-0.4935610235167579,-0.7481879571842651,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
11,7469-LKBCI,-0.6690886177852331,-1.5240147679735105,-0.8631834699626608,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12,8091-TTVAX,1.0421577558197987,1.181757322309704,1.4990665744239262,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0
13,0280-XJGEX,0.6754621043330061,1.2931128075977727,1.2145888969272465,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
14,5129-JLPIS,-0.3023929662984406,1.3529456056630036,0.17768805707524432,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
15,3655-SNQYZ,1.4903413298592119,1.6105590417771916,2.475877681529266,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1
16,8191-XWSZG,0.797693988161937,-1.4675060142452372,-0.5560508161330804,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17,9959-WOFKT,1.5718292524118322,1.3928341377064908,2.2495926306793175,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
18,4190-MFLUW,-0.9135523854430948,-0.3190486958265014,-0.7742621363716935,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
19,4183-MYFRB,-0.46536881140368175,0.8393807556031058,-0.18547540482207542,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
20,8779-QRDMV,-1.2802480369298874,-0.8359375902233565,-0.9898704505662146,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
21,1680-VDCWW,-0.8320644628904743,-1.495760391109374,-0.9181333687409043,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22,1066-JKSGK,-1.2802480369298874,-1.4841262359300234,-0.9984736061356706,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,3638-WEABW,1.0421577558197987,-0.16281861198951006,0.5390426503656527,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1
24,6322-HRPFA,0.6754621043330061,-0.17279074500038175,0.3030955940300073,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
25,6865-JZNKO,-0.09867315991688919,-0.3157246514895444,-0.33208199947490835,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
26,6467-CHFZW,0.5939741817803856,1.1485168789401314,1.0879019163236925,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0
27,8665-UTDHZ,-1.2802480369298874,-1.150059780065818,-0.9940396721114126,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
28,5248-YGIJN,1.6125732136881425,0.8460288442770204,1.802757966025724,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
29,8773-HHUOZ,-0.6283446565089229,-0.0032644838155611237,-0.5251015154562937,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
30,3841-NFECX,1.5718292524118322,1.0487955488314133,1.9781299834030968,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
31,4929-XIHVW,-1.2395040756535771,1.0205411719672768,-0.9272218305219706,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
32,6827-IEAUQ,-0.22090504374582004,0.044934159070319335,-0.18037968960016687,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1
33,7310-EGVHZ,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,3413-BMNZE,-1.2802480369298874,-0.6497911073537496,-0.9873998007616529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35,6234-RAAPL,1.6125732136881425,1.1667991227933967,2.1919956071104716,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1
36,6047-YHPVI,-1.1172721918246462,0.1629377330323022,-0.8675512258671538,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
37,6572-ADKRS,0.5532302205040753,0.3324639942171226,0.5581019488579861,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
38,5380-WJKOV,0.06430268518835193,1.3811999825271402,0.5585210769498313,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
39,8168-UQWWF,-0.8728084241667845,1.0986562138857725,-0.5196749096355598,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
40,8865-TNMNX,-0.9135523854430948,-0.5068572008645872,-0.7974906564092247,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
41,9489-DEDVP,1.5310852911355222,0.14631751134751586,1.142256212024051,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0
42,9867-JCZSP,-0.6283446565089229,-1.4641819699082799,-0.8228368762792375,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
43,4671-VJLCL,1.24587756220135,0.5003282332334644,1.1374472686544572,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1
44,4080-IIARD,-0.791320501614164,0.3790006149345245,-0.5743600959347432,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1
45,3714-NTNFO,0.6754621043330061,0.6548962949019775,0.7162235363499369,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
46,5948-UJZLF,-1.2395040756535771,-0.5168293338754589,-0.9645683494427119,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
47,7760-OYPDY,-1.2395040756535771,0.526920587929123,-0.9437663604632323,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
48,7639-LIAYI,0.797693988161937,0.4970041888965074,0.8534769567426433,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1
49,2954-PIBKO,1.4903413298592119,-0.021546727668825993,0.8694920617257846,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
50,8012-SOUDQ,0.4309983366751445,0.8460288442770204,0.6862448480963709,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0
51,9420-LOJKX,-0.7098325790615434,1.1402067680977384,-0.3780537333383605,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0
52,6575-SUVOI,-0.3023929662984406,0.15628964435838757,-0.23411632284938455,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1
53,7495-OOKFY,-0.9950403079957154,0.526920587929123,-0.727959511909416,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0
54,4667-QONEA,1.1236456783724194,0.33412601638560113,0.9587222265423222,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1
55,1658-BYGOY,-0.5876006952326126,1.0188791497987983,-0.23416044159589464,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0
56,8769-KKTPH,1.24587756220135,1.1584890119510036,1.7770587961836308,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0
57,5067-XJQFU,1.368109446030281,1.451004913603243,2.114633385105133,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1
58,3957-SQXML,0.06430268518835193,-1.3245721077560746,-0.6128095835182352,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
59,5954-BDFSG,1.6125732136881425,1.419426492402149,2.457590461100858,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1
60,0434-CSFON,0.5939741817803856,1.1867433888151402,1.0693499834162248,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0
61,1215-FIGMP,1.1236456783724194,0.8343946890976701,1.3974169824648146,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
62,0526-SXDJP,1.6125732136881425,-0.7544985039679034,0.2994337380696746,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
63,0557-ASKVU,-0.5876006952326126,-0.3456410505221597,-0.5851030107099358,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
64,5698-BQJOH,-0.9542963467194051,0.9839766842607471,-0.6291555791002016,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
65,5122-CYFXA,-1.1987601143772668,0.3490842159019089,-0.8996696733264564,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1
66,8627-ZYGSZ,0.5939741817803856,0.4687498120323708,0.6031251296714726,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
67,3410-YOQBQ,-0.05792919864057891,0.4787219450432425,0.09436980429105073,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
68,3170-NMYVV,0.7162060656093164,-1.4841262359300234,-0.5966621222955638,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
69,7410-OIEDU,-0.9135523854430948,0.5003282332334644,-0.6158758364006823,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
70,2273-QCKXA,-1.2802480369298874,-0.5234774225493735,-0.9857232883942716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
71,0731-EBJQB,0.797693988161937,-1.4758161250876303,-0.5261824247457894,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
72,1891-QRQSA,1.2866215234776603,1.5557123102173966,2.124626281189655,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1
73,8028-PNXHQ,1.2051336009250397,-1.3478404181147754,-0.3788478707755411,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
74,5630-AHZIL,-1.1987601143772668,-0.009912572489475751,-0.929096877248647,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
75,2673-CXQEU,0.9606698332671781,1.5191478225108668,1.7013069084259078,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0
76,6416-JNVRK,0.5532302205040753,-0.30409049631019386,0.17892338197752508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
77,5590-ZSKRV,-0.9950403079957154,-0.3373309396797665,-0.7946008785128177,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
78,0191-ZHSKZ,-0.09867315991688919,0.33080197204864403,-0.07588443849115852,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0
79,3887-PBQAO,0.512486259227765,-1.2929936865549807,-0.47061486351640547,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0
80,5919-TMRGD,-1.2802480369298874,0.48370801154867815,-0.9723553082017324,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
81,8108-UXRQN,-0.8728084241667845,-0.47361675749501453,-0.757938200162982,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
82,9191-MYQKX,-1.0357842692720256,0.3440981493964733,-0.7881374821490981,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
83,9919-YLNNG,0.3902543753988342,1.2964368519347298,0.9018752216641471,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1
84,0318-ZOPWS,0.6754621043330061,-1.4841262359300234,-0.5779337144020558,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
85,4445-ZJNMU,-0.9542963467194051,1.1468548567716528,-0.6020225499965326,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
86,4808-YNLEU,0.10504664646466222,-0.08802761440797156,-0.029934764000961456,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
87,1862-QRWPE,0.6347181430566958,-1.4675060142452372,-0.5410283829464149,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
88,2796-NNUFI,0.5532302205040753,-1.4907743246039378,-0.5983386346629451,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
89,3016-KSVCP,-0.13941712119319946,-1.0320562061038352,-0.5620950844049546,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
90,4767-HZZHQ,-0.09867315991688919,0.5734572086465244,0.1265764892433733,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
91,2424-WVHPL,-1.2802480369298874,0.32913994988016554,-0.9744068299144488,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
92,7233-PAHHL,1.368109446030281,0.6382760732171912,1.5136919388920012,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1
93,6067-NGCEU,1.3273654847539706,1.5374300663641316,2.128155780910457,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0
94,9848-JQJTX,1.6125732136881425,1.2000395661629695,2.283475827999021,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
95,8637-XJIVR,-0.8320644628904743,0.47041183420084937,-0.59822833779667,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
96,9803-FTJCG,1.5718292524118322,0.06820246942901982,1.0877033819643973,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
97,0278-YXOOG,-1.1172721918246462,-1.4542098368974081,-0.9571343406557717,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
98,3212-KXOCR,0.797693988161937,-1.4558718590658866,-0.5188807721983792,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99,4598-XLKNJ,-0.3023929662984406,1.1202625020759949,0.10200234743728616,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0
100,6380-ARCEH,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
101,3679-XASPY,-1.2802480369298874,-1.5073945462887242,-0.998782437361241,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
102,7123-WQUHX,0.22727853029359305,1.0039209502824906,0.5833819906082337,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
103,5386-THSLQ,1.368109446030281,-0.6398189743428778,0.3282212201674698,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
104,3192-NQECA,1.4495973685829016,1.5025276008260804,2.3508892726663486,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1
105,6180-YBIQI,-1.1172721918246462,-1.346178395946297,-0.963156549554391,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
106,6728-DKUCO,1.6125732136881425,1.3080710071140806,2.214650583443373,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0
107,9750-BOOHV,-0.01718523736426863,-1.1517218022342968,-0.5980959815571398,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
108,8597-CWYHH,0.4309983366751445,0.9823146620922681,0.7226648733404015,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
109,2848-YXSMW,1.6125732136881425,-1.509056568457203,-0.4059147217594451,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
110,0486-HECZI,0.9199258719908678,1.0620917261792426,1.303973477356569,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
111,4549-ZDQYY,0.797693988161937,-0.2276374765601766,0.3348390321439745,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
112,5712-AHQNN,0.4309983366751445,0.8925654649944222,0.7371358221956916,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
113,4846-WHAFZ,0.18653456901728277,0.3889727479453962,0.25802829447001063,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
114,5256-SKJGO,1.2866215234776603,-0.33899296184824507,0.5030417532134674,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1
115,3071-VBYPO,-1.1987601143772668,0.8327326669291911,-0.897772567226525,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
116,9560-BBZXK,0.1457906077409725,-1.1218054032016815,-0.5104320322417084,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
117,5299-RULOA,-0.9135523854430948,1.178433277972747,-0.5376532988383974,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0
118,8402-OOOHJ,0.3495104141225239,-1.4675060142452372,-0.6389058220789184,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
119,9445-ZUEQE,-0.22090504374582004,0.6781646052606785,-0.05810458364761617,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1
120,1091-SOZGA,0.9606698332671781,1.1634750784564392,1.4259838708300596,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0
121,2928-HLDBA,-1.076528230548336,-1.4658439920767583,-0.957619646867382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
122,0404-SWRVG,-1.1987601143772668,0.3191678168692938,-0.9060889509436658,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
123,6497-TILVL,-1.0357842692720256,-0.46863069098957844,-0.8527935051595485,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
124,7219-TLZHO,-1.1580161531009565,-1.4608579255713225,-0.9796128420026324,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
125,4622-YNKIJ,0.02355872391204165,0.802816267896576,0.32839769515350997,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
126,4412-YLTKF,-0.22090504374582004,0.44049543516823375,-0.06520770183573112,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
127,6734-PSBAW,1.6125732136881425,-1.3711087284734764,-0.24677840309776344,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
128,3930-ZGWVE,-1.2802480369298874,-1.4974224132778524,-0.9986500811217108,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
129,2639-UGMAZ,1.5718292524118322,-0.2774981416145356,0.7509229304800763,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0
130,2876-GZYZC,-0.791320501614164,0.703094937787858,-0.4710339916082507,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
131,6207-WIOLX,-0.3023929662984406,-0.20603118836995443,-0.3444131891244619,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0
132,8587-XYZSF,1.4088534073065913,-0.47361675749501453,0.43095172141607685,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
133,3091-FYHKI,-1.2802480369298874,-0.9755474523755615,-0.991723437919636,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
134,2372-HWUHI,-1.2395040756535771,-0.6797075063863649,-0.9715170520180417,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
135,7799-LGRDP,0.4309983366751445,-1.2996417752288951,-0.48314458752525424,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
136,7850-VWJUU,-0.38388088885106114,0.3391120828910372,-0.22271162687654159,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
137,3774-VBNXY,1.2866215234776603,-1.4824642137615447,-0.44363625002552154,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
138,6217-KDYWC,1.0014137945434884,-1.5024084797832884,-0.4909315462842747,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
139,0390-DCFDQ,-1.2802480369298874,0.18786806555948168,-0.9762818766411252,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
140,3146-MSEGF,1.6125732136881425,0.7728998688639604,1.8275527015643613,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
141,4080-OGPJL,-0.9950403079957154,0.21113637591818266,-0.7586882188536525,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
142,1095-WGNGG,1.1643896396487294,1.205025632668405,1.6270771174227807,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0
143,2636-SJDOU,1.2866215234776603,0.6482482062280629,1.3260990287313497,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
144,1131-QQZEB,1.5718292524118322,-1.3578125511256471,-0.23255010734827847,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
145,5716-EZXZN,1.3273654847539706,1.1385447459292597,1.8236040737517134,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
146,6837-BJYDQ,-1.1987601143772668,-1.5024084797832884,-0.980296682573538,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
147,2135-RXIHG,-1.2802480369298874,-0.6364949300059205,-0.9872233257756128,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
148,6440-DKQGE,-0.09867315991688919,-0.009912572489475751,-0.15589378528709968,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
149,3466-BYAVD,-0.7098325790615434,0.15628964435838757,-0.5346752834489703,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1
150,3780-YVMFA,-0.9950403079957154,0.12471122315729345,-0.7583793876280823,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1
151,3874-EQOEP,-1.0357842692720256,1.0039209502824906,-0.718165150184189,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
152,1679-JRFBR,1.5310852911355222,1.4410327805923713,2.491495717793817,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0
153,9073-ZZIAY,1.2051336009250397,0.7080810042932936,1.2935393938069468,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1
154,3077-RSNTJ,-1.076528230548336,-1.499084435446331,-0.9572887562685568,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
155,6551-GNYDG,-0.7505765403378537,0.5352306987715161,-0.49876262378980524,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
156,9167-APMXZ,-0.42462485012737144,0.6432621397226272,-0.20354203151793313,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
157,2749-CTKAJ,-0.42462485012737144,-1.4841262359300234,-0.822108916961822,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
158,6371-NZYEG,-0.6690886177852331,-0.018222683331868918,-0.5555875692947251,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
159,7554-NEWDD,-0.9135523854430948,-1.2996417752288951,-0.8963607673382041,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
160,8992-VONJD,-0.791320501614164,-0.2924563411308434,-0.6700536571150003,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
